book_filename,book_number,book_name,paragraph_number,original_paragraph_index,word_count,output_filename
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",14,149,163,"099_Sketches-New-and-Old,-Part-7._14.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",15,159,165,"099_Sketches-New-and-Old,-Part-7._15.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",16,187,166,"099_Sketches-New-and-Old,-Part-7._16.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",17,203,115,"099_Sketches-New-and-Old,-Part-7._17.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",18,210,147,"099_Sketches-New-and-Old,-Part-7._18.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",19,228,100,"099_Sketches-New-and-Old,-Part-7._19.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",20,230,200,"099_Sketches-New-and-Old,-Part-7._20.txt"
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,1,36,122,100_Sketches-New-and-Old_01.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,2,37,128,100_Sketches-New-and-Old_02.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,3,139,123,100_Sketches-New-and-Old_03.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,4,151,193,100_Sketches-New-and-Old_04.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,5,186,130,100_Sketches-New-and-Old_05.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,6,208,189,100_Sketches-New-and-Old_06.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,7,449,125,100_Sketches-New-and-Old_07.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,8,467,170,100_Sketches-New-and-Old_08.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,9,514,246,100_Sketches-New-and-Old_09.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,10,553,188,100_Sketches-New-and-Old_10.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,11,642,101,100_Sketches-New-and-Old_11.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,12,701,165,100_Sketches-New-and-Old_12.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,13,821,141,100_Sketches-New-and-Old_13.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,14,1203,131,100_Sketches-New-and-Old_14.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,15,1215,118,100_Sketches-New-and-Old_15.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,16,1241,145,100_Sketches-New-and-Old_16.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,17,1254,166,100_Sketches-New-and-Old_17.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,18,1270,160,100_Sketches-New-and-Old_18.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,19,1339,165,100_Sketches-New-and-Old_19.txt
100_Sketches-New-and-Old.txt,100,Sketches-New-and-Old,20,1342,153,100_Sketches-New-and-Old_20.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,1,257,172,112_The-Adventures-of-Tom-Sawyer_01.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,2,315,154,112_The-Adventures-of-Tom-Sawyer_02.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,3,366,117,112_The-Adventures-of-Tom-Sawyer_03.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,4,374,117,112_The-Adventures-of-Tom-Sawyer_04.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,5,376,138,112_The-Adventures-of-Tom-Sawyer_05.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,6,377,147,112_The-Adventures-of-Tom-Sawyer_06.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,7,431,162,112_The-Adventures-of-Tom-Sawyer_07.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,8,892,106,112_The-Adventures-of-Tom-Sawyer_08.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,9,939,139,112_The-Adventures-of-Tom-Sawyer_09.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,10,975,196,112_The-Adventures-of-Tom-Sawyer_10.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,11,1050,176,112_The-Adventures-of-Tom-Sawyer_11.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,12,1134,250,112_The-Adventures-of-Tom-Sawyer_12.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,13,1321,145,112_The-Adventures-of-Tom-Sawyer_13.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,14,1389,154,112_The-Adventures-of-Tom-Sawyer_14.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,15,1435,157,112_The-Adventures-of-Tom-Sawyer_15.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,16,1522,142,112_The-Adventures-of-Tom-Sawyer_16.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,17,1573,115,112_The-Adventures-of-Tom-Sawyer_17.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,18,1680,187,112_The-Adventures-of-Tom-Sawyer_18.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,19,1911,142,112_The-Adventures-of-Tom-Sawyer_19.txt
112_The-Adventures-of-Tom-Sawyer.txt,112,The-Adventures-of-Tom-Sawyer,20,1912,191,112_The-Adventures-of-Tom-Sawyer_20.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,1,9,138,128_The-Innocents-Abroad-—-Volume-02_01.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,2,12,124,128_The-Innocents-Abroad-—-Volume-02_02.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,3,17,139,128_The-Innocents-Abroad-—-Volume-02_03.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,4,25,240,128_The-Innocents-Abroad-—-Volume-02_04.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,5,31,142,128_The-Innocents-Abroad-—-Volume-02_05.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,6,32,225,128_The-Innocents-Abroad-—-Volume-02_06.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,7,37,106,128_The-Innocents-Abroad-—-Volume-02_07.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,8,50,101,128_The-Innocents-Abroad-—-Volume-02_08.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,9,103,111,128_The-Innocents-Abroad-—-Volume-02_09.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,10,107,120,128_The-Innocents-Abroad-—-Volume-02_10.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,11,128,148,128_The-Innocents-Abroad-—-Volume-02_11.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,12,140,151,128_The-Innocents-Abroad-—-Volume-02_12.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,13,165,100,128_The-Innocents-Abroad-—-Volume-02_13.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,14,194,149,128_The-Innocents-Abroad-—-Volume-02_14.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,15,201,192,128_The-Innocents-Abroad-—-Volume-02_15.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,16,221,185,128_The-Innocents-Abroad-—-Volume-02_16.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,17,227,196,128_The-Innocents-Abroad-—-Volume-02_17.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,18,249,147,128_The-Innocents-Abroad-—-Volume-02_18.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,19,326,142,128_The-Innocents-Abroad-—-Volume-02_19.txt
128_The-Innocents-Abroad-—-Volume-02.txt,128,The-Innocents-Abroad-—-Volume-02,20,336,223,128_The-Innocents-Abroad-—-Volume-02_20.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,1,10,133,130_The-Innocents-Abroad-—-Volume-04_01.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,2,56,142,130_The-Innocents-Abroad-—-Volume-04_02.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,3,76,153,130_The-Innocents-Abroad-—-Volume-04_03.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,4,81,194,130_The-Innocents-Abroad-—-Volume-04_04.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,5,85,244,130_The-Innocents-Abroad-—-Volume-04_05.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,6,88,134,130_The-Innocents-Abroad-—-Volume-04_06.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,7,103,148,130_The-Innocents-Abroad-—-Volume-04_07.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,8,124,226,130_The-Innocents-Abroad-—-Volume-04_08.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,9,125,163,130_The-Innocents-Abroad-—-Volume-04_09.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,10,138,230,130_The-Innocents-Abroad-—-Volume-04_10.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,11,140,115,130_The-Innocents-Abroad-—-Volume-04_11.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,12,146,175,130_The-Innocents-Abroad-—-Volume-04_12.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,13,158,143,130_The-Innocents-Abroad-—-Volume-04_13.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,14,166,198,130_The-Innocents-Abroad-—-Volume-04_14.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,15,175,213,130_The-Innocents-Abroad-—-Volume-04_15.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,16,180,228,130_The-Innocents-Abroad-—-Volume-04_16.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,17,184,114,130_The-Innocents-Abroad-—-Volume-04_17.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,18,220,151,130_The-Innocents-Abroad-—-Volume-04_18.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,19,224,163,130_The-Innocents-Abroad-—-Volume-04_19.txt
130_The-Innocents-Abroad-—-Volume-04.txt,130,The-Innocents-Abroad-—-Volume-04,20,249,190,130_The-Innocents-Abroad-—-Volume-04_20.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,1,45,168,132_The-Innocents-Abroad-—-Volume-06_01.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,2,98,102,132_The-Innocents-Abroad-—-Volume-06_02.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,3,101,127,132_The-Innocents-Abroad-—-Volume-06_03.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,4,107,131,132_The-Innocents-Abroad-—-Volume-06_04.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,5,133,144,132_The-Innocents-Abroad-—-Volume-06_05.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,6,137,201,132_The-Innocents-Abroad-—-Volume-06_06.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,7,139,108,132_The-Innocents-Abroad-—-Volume-06_07.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,8,163,205,132_The-Innocents-Abroad-—-Volume-06_08.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,9,169,116,132_The-Innocents-Abroad-—-Volume-06_09.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,10,177,110,132_The-Innocents-Abroad-—-Volume-06_10.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,11,180,203,132_The-Innocents-Abroad-—-Volume-06_11.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,12,188,112,132_The-Innocents-Abroad-—-Volume-06_12.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,13,205,144,132_The-Innocents-Abroad-—-Volume-06_13.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,14,206,132,132_The-Innocents-Abroad-—-Volume-06_14.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,15,245,232,132_The-Innocents-Abroad-—-Volume-06_15.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,16,251,118,132_The-Innocents-Abroad-—-Volume-06_16.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,17,253,173,132_The-Innocents-Abroad-—-Volume-06_17.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,18,258,199,132_The-Innocents-Abroad-—-Volume-06_18.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,19,284,165,132_The-Innocents-Abroad-—-Volume-06_19.txt
132_The-Innocents-Abroad-—-Volume-06.txt,132,The-Innocents-Abroad-—-Volume-06,20,291,112,132_The-Innocents-Abroad-—-Volume-06_20.txt
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",1,4,190,"140_The-Prince-and-the-Pauper,-Part-4._01.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",2,6,107,"140_The-Prince-and-the-Pauper,-Part-4._02.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",3,18,125,"140_The-Prince-and-the-Pauper,-Part-4._03.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",4,26,128,"140_The-Prince-and-the-Pauper,-Part-4._04.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",5,27,103,"140_The-Prince-and-the-Pauper,-Part-4._05.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",6,38,114,"140_The-Prince-and-the-Pauper,-Part-4._06.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",7,48,111,"140_The-Prince-and-the-Pauper,-Part-4._07.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",8,49,128,"140_The-Prince-and-the-Pauper,-Part-4._08.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",9,52,125,"140_The-Prince-and-the-Pauper,-Part-4._09.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",10,59,176,"140_The-Prince-and-the-Pauper,-Part-4._10.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",11,73,139,"140_The-Prince-and-the-Pauper,-Part-4._11.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",12,74,103,"140_The-Prince-and-the-Pauper,-Part-4._12.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",13,100,161,"140_The-Prince-and-the-Pauper,-Part-4._13.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",14,119,193,"140_The-Prince-and-the-Pauper,-Part-4._14.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",15,121,121,"140_The-Prince-and-the-Pauper,-Part-4._15.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",16,135,136,"140_The-Prince-and-the-Pauper,-Part-4._16.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",17,136,129,"140_The-Prince-and-the-Pauper,-Part-4._17.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",18,137,122,"140_The-Prince-and-the-Pauper,-Part-4._18.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",19,144,139,"140_The-Prince-and-the-Pauper,-Part-4._19.txt"
"140_The-Prince-and-the-Pauper,-Part-4..txt",140,"The-Prince-and-the-Pauper,-Part-4.",20,172,161,"140_The-Prince-and-the-Pauper,-Part-4._20.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",1,4,145,"144_The-Prince-and-the-Pauper,-Part-8._01.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",2,24,126,"144_The-Prince-and-the-Pauper,-Part-8._02.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",3,25,216,"144_The-Prince-and-the-Pauper,-Part-8._03.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",4,47,167,"144_The-Prince-and-the-Pauper,-Part-8._04.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",5,63,106,"144_The-Prince-and-the-Pauper,-Part-8._05.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",6,69,103,"144_The-Prince-and-the-Pauper,-Part-8._06.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",7,74,108,"144_The-Prince-and-the-Pauper,-Part-8._07.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",8,76,200,"144_The-Prince-and-the-Pauper,-Part-8._08.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",9,81,100,"144_The-Prince-and-the-Pauper,-Part-8._09.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",10,84,135,"144_The-Prince-and-the-Pauper,-Part-8._10.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",11,85,104,"144_The-Prince-and-the-Pauper,-Part-8._11.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",12,87,170,"144_The-Prince-and-the-Pauper,-Part-8._12.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",13,88,114,"144_The-Prince-and-the-Pauper,-Part-8._13.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",14,102,197,"144_The-Prince-and-the-Pauper,-Part-8._14.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",15,103,131,"144_The-Prince-and-the-Pauper,-Part-8._15.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",16,104,107,"144_The-Prince-and-the-Pauper,-Part-8._16.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",17,105,118,"144_The-Prince-and-the-Pauper,-Part-8._17.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",18,109,111,"144_The-Prince-and-the-Pauper,-Part-8._18.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",19,113,210,"144_The-Prince-and-the-Pauper,-Part-8._19.txt"
"144_The-Prince-and-the-Pauper,-Part-8..txt",144,"The-Prince-and-the-Pauper,-Part-8.",20,115,179,"144_The-Prince-and-the-Pauper,-Part-8._20.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",1,4,129,"145_The-Prince-and-the-Pauper,-Part-9._01.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",2,7,106,"145_The-Prince-and-the-Pauper,-Part-9._02.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",3,8,210,"145_The-Prince-and-the-Pauper,-Part-9._03.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",4,35,150,"145_The-Prince-and-the-Pauper,-Part-9._04.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",5,36,134,"145_The-Prince-and-the-Pauper,-Part-9._05.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",6,40,143,"145_The-Prince-and-the-Pauper,-Part-9._06.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",7,53,105,"145_The-Prince-and-the-Pauper,-Part-9._07.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",8,55,120,"145_The-Prince-and-the-Pauper,-Part-9._08.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",9,57,108,"145_The-Prince-and-the-Pauper,-Part-9._09.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",10,83,189,"145_The-Prince-and-the-Pauper,-Part-9._10.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",11,86,139,"145_The-Prince-and-the-Pauper,-Part-9._11.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",12,111,148,"145_The-Prince-and-the-Pauper,-Part-9._12.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",13,112,119,"145_The-Prince-and-the-Pauper,-Part-9._13.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",14,140,137,"145_The-Prince-and-the-Pauper,-Part-9._14.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",15,176,168,"145_The-Prince-and-the-Pauper,-Part-9._15.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",16,179,103,"145_The-Prince-and-the-Pauper,-Part-9._16.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",17,189,109,"145_The-Prince-and-the-Pauper,-Part-9._17.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",18,192,228,"145_The-Prince-and-the-Pauper,-Part-9._18.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",19,193,144,"145_The-Prince-and-the-Pauper,-Part-9._19.txt"
"145_The-Prince-and-the-Pauper,-Part-9..txt",145,"The-Prince-and-the-Pauper,-Part-9.",20,199,102,"145_The-Prince-and-the-Pauper,-Part-9._20.txt"
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,1,4,116,146_The-Prince-and-the-Pauper_01.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,2,205,175,146_The-Prince-and-the-Pauper_02.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,3,440,170,146_The-Prince-and-the-Pauper_03.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,4,489,125,146_The-Prince-and-the-Pauper_04.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,5,636,124,146_The-Prince-and-the-Pauper_05.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,6,722,162,146_The-Prince-and-the-Pauper_06.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,7,890,126,146_The-Prince-and-the-Pauper_07.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,8,902,195,146_The-Prince-and-the-Pauper_08.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,9,963,135,146_The-Prince-and-the-Pauper_09.txt
146_The-Prince-and-the-Pauper.txt,146,The-Prince-and-the-Pauper,10,975,103,146_The-Prince-and-the-Pauper_10.txt
